instance_date,area_name_en,project_en,property_type_en,rooms_en,reg_type_en,procedure_area,actual_worth,transaction_number
2026-04-09,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,129.71,4589888,102-34728-2026
2026-04-09,EMAAR SOUTH,Golf Hills 2,Apartment,1 B/R,Off-Plan,62.36,1114888,102-34729-2026
2026-04-09,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1890888,102-34734-2026
2026-04-09,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.82,1424888,102-34735-2026
2026-04-09,EMAAR SOUTH,Golf Hills 2,Apartment,2 B/R,Off-Plan,98.87,1677888,102-34739-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.5,3476888,102-34826-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,69.99,2160888,102-34827-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.78,4481888,102-34828-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.65,2182888,102-34829-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.19,4984888,102-34830-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.7,6389888,102-34831-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.5,3476888,102-34832-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1843888,102-34833-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.19,4615888,102-34834-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1815888,102-34836-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.65,2166888,102-34840-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2146888,102-34841-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.02,1914888,102-34844-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1974888,102-34845-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,3760888,102-34847-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2041888,102-34850-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.3,1891888,102-34851-2026
2026-04-10,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1923888,102-34853-2026
2026-04-10,EMAAR SOUTH,Vista Ridge,Apartment,2 B/R,Off-Plan,119.46,2639888,102-34867-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.72,2053888,102-34880-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1106888,102-34890-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.72,1841888,102-34895-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.82,1446888,102-34899-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.62,1568888,102-34903-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,63.14,1129888,102-34907-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,63.14,1091610,102-34916-2026
2026-04-10,EMAAR SOUTH,Golf Hills 2,Apartment,2 B/R,Off-Plan,92.03,1593888,102-34919-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,63.14,1130810,102-34930-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1110888,102-34933-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.46,1223888,102-34939-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,63.14,1121888,102-34944-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,99.4,1629012,102-34948-2026
2026-04-10,EMAAR SOUTH,Grove Ridge,Apartment,1 B/R,Off-Plan,74.48,1283690,102-34950-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.82,1371888,102-34955-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,100.05,1625888,102-34958-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1112888,102-34962-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1104888,102-34969-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.82,1228888,102-34970-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1177888,102-34977-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,99.93,1620888,102-34983-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,99.4,1687888,102-34985-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1108888,102-35008-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.6,2075888,102-35013-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1114888,102-35019-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.82,1355888,102-35026-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,100.05,1619888,102-35103-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1158888,102-35113-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1121888,102-35119-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1108888,102-35129-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.46,1196888,102-35132-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.96,1975888,102-35139-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1110888,102-35156-2026
2026-04-10,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1095530,102-35160-2026
2026-04-13,EMAAR SOUTH,Golf Hills 2,Apartment,2 B/R,Off-Plan,92.01,1589888,102-35396-2026
2026-04-13,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.96,1577888,102-35397-2026
2026-04-13,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1106888,102-35398-2026
2026-04-13,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1106888,102-35399-2026
2026-04-13,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.62,1346888,102-35401-2026
2026-04-13,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1099888,102-35402-2026
2026-04-13,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1112888,102-35403-2026
2026-04-13,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1104888,102-35404-2026
2026-04-13,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1104888,102-35407-2026
2026-04-13,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1121888,102-35416-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Waters 2,Apartment,1 B/R,Off-Plan,85.26,2332888,102-35484-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1986888,102-35494-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1970888,102-35513-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.55,3591888,102-35523-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1897888,102-35526-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1936888,102-35538-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.62,1938888,102-35540-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2158888,102-35543-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.55,3552888,102-35544-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,116.07,4099888,102-35548-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1804888,102-35554-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.87,3955888,102-35555-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.69,2003888,102-35561-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2086310,102-35567-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.02,1921888,102-35597-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1872888,102-35604-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1822888,102-35612-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2086888,102-35615-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.65,2166888,102-35627-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2158888,102-35628-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1864888,102-35638-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.71,3587888,102-35646-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.65,2162888,102-35654-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2120888,102-35659-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2116888,102-35664-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.62,1941888,102-35666-2026
2026-04-13,DUBAI CREEK HARBOUR,Montiva,Apartment,3 B/R,Off-Plan,170.46,4010888,102-35669-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.65,2170888,102-35676-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.5,3476888,102-35678-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.79,3967888,102-35703-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,3 B/R,Off-Plan,173.81,6165888,102-35727-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2069888,102-35737-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.5,3438888,102-35755-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.5,3451888,102-35761-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.62,1970888,102-35764-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2065888,102-35766-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.76,3590888,102-35770-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1914888,102-35774-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.78,3440888,102-35781-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.69,1981888,102-35784-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,69.99,2156888,102-35788-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1876888,102-35792-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.78,3427888,102-35795-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Waters 2,Apartment,1 B/R,Off-Plan,85.26,2354888,102-35801-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,6224888,102-35808-2026
2026-04-13,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1925888,102-35810-2026
2026-04-14,EMAAR SOUTH,Golf Hills 2,Apartment,1 B/R,Off-Plan,62.81,1118888,102-35863-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1106888,102-35864-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,63.14,1156888,102-35865-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,3 B/R,Off-Plan,160.28,3402888,102-35866-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.96,1574888,102-35867-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,3 B/R,Off-Plan,160.28,3526888,102-35868-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.82,1421888,102-35869-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,74.35,1202888,102-35870-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.72,2179888,102-35871-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.62,1217888,102-35874-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.62,1587888,102-35876-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1117888,102-35878-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.56,3378888,102-35882-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.6,1281888,102-35886-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.82,1455888,102-35892-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.82,1449888,102-35895-2026
2026-04-14,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1088670,102-35897-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1868888,102-35907-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,3846888,102-35910-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,5752888,102-35915-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.53,3506888,102-35922-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,71,2102888,102-35944-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1850888,102-35974-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1850888,102-35980-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.65,2170888,102-35987-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.76,3558888,102-35992-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,133.03,4442888,102-36064-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2081888,102-36077-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3339888,102-36090-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.02,1893888,102-36093-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.34,2026888,102-36102-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.55,3597888,102-36109-2026
2026-04-14,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.02,1900888,102-36116-2026
2026-04-14,DUBAI CREEK HARBOUR,The Cove ll,Apartment,2 B/R,Off-Plan,115.57,2487888,102-36167-2026
2026-04-14,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,3 B/R,Off-Plan,300.95,6766888,102-36247-2026
2026-04-15,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.76,3339888,102-36332-2026
2026-04-15,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.34,5688888,102-36333-2026
2026-04-15,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,3817888,102-36334-2026
2026-04-15,EMAAR SOUTH,Grove Ridge,Apartment,2 B/R,Off-Plan,107.59,1807888,102-36336-2026
2026-04-15,EMAAR SOUTH,Golf Hills 2,Apartment,1 B/R,Off-Plan,62.82,1121888,102-36342-2026
2026-04-15,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1108888,102-36358-2026
2026-04-15,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.6,2172888,102-36363-2026
2026-04-15,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.46,1205888,102-36373-2026
2026-04-15,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1142888,102-36405-2026
2026-04-15,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.72,2045888,102-36424-2026
2026-04-15,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.78,3447888,102-36442-2026
2026-04-15,EMAAR SOUTH,Greenway,Villa,4 B/R,Off-Plan,299.25,4223888,102-36449-2026
2026-04-16,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,115.41,2789888,102-36770-2026
2026-04-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,69.99,2140888,102-36771-2026
2026-04-16,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,110.86,3769888,102-36772-2026
2026-04-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.02,1921888,102-36773-2026
2026-04-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1860888,102-36774-2026
2026-04-16,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.62,1930888,102-36775-2026
2026-04-16,EMAAR SOUTH,Golf Hills,Apartment,2 B/R,Off-Plan,92.02,1689888,102-36777-2026
2026-04-16,EMAAR SOUTH,Vista Ridge,Apartment,1 B/R,Off-Plan,73.73,1300888,102-36778-2026
2026-04-16,EMAAR SOUTH,Vista Ridge,Apartment,2 B/R,Off-Plan,128.48,2019888,102-36779-2026
2026-04-16,EMAAR SOUTH,Vista Ridge,Apartment,1 B/R,Off-Plan,73.21,1272888,102-36784-2026
2026-04-16,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.6,2180888,102-36788-2026
2026-04-16,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,99.93,1639888,102-36791-2026
2026-04-16,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.6,1410888,102-36794-2026
2026-04-16,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.96,1587888,102-36799-2026
2026-04-16,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.46,1228888,102-36812-2026
2026-04-16,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.82,1223888,102-36825-2026
2026-04-29,DUBAI CREEK HARBOUR,Address Residences l Dubai Creek Harbour,Apartment,2 B/R,Off-Plan,103.2,3346888,102-37081-2026
2026-04-16,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.98,4338350,102-37142-2026
2026-04-16,EMAAR SOUTH,Golf Point,Apartment,1 B/R,Off-Plan,62.67,950000,102-37149-2026
2026-04-17,EMAAR SOUTH,Golf Hills 2,Apartment,2 B/R,Off-Plan,98.87,1620888,102-37299-2026
2026-04-17,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1172888,102-37300-2026
2026-04-17,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,63.14,1137888,102-37302-2026
2026-04-17,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,3 B/R,Off-Plan,300.83,6765888,102-37306-2026
2026-04-17,DUBAI CREEK HARBOUR,Albero,Apartment,1 B/R,Off-Plan,71.38,1871888,102-37309-2026
2026-04-17,DUBAI CREEK HARBOUR,Montiva,Apartment,1 B/R,Off-Plan,117.13,2453810,102-37344-2026
2026-04-17,EMAAR SOUTH,Golf Hills,Apartment,1 B/R,Off-Plan,62.82,1434888,102-37374-2026
2026-04-17,DUBAI CREEK HARBOUR,Albero,Apartment,3 B/R,Off-Plan,171.7,4149888,102-37461-2026
2026-04-17,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.02,3299888,102-37465-2026
2026-04-17,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1940888,102-37468-2026
2026-04-17,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.78,3486888,102-37482-2026
2026-04-17,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.53,3434888,102-37486-2026
2026-04-17,DUBAI CREEK HARBOUR,Lyvia by Palace,Apartment,2 B/R,Off-Plan,106.28,2951888,102-37491-2026
2026-04-17,EMAAR SOUTH,Vista Ridge,Apartment,2 B/R,Off-Plan,119.43,2624888,102-37493-2026
2026-04-20,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.8,1170888,102-37729-2026
2026-04-20,EMAAR SOUTH,Golf Hills 2,Apartment,2 B/R,Off-Plan,92.03,1596888,102-37733-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,70.65,2131390,102-37737-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.7,1896888,102-37817-2026
2026-04-20,EMAAR SOUTH,Golf Hills 2,Apartment,2 B/R,Off-Plan,91.9,2071888,102-37844-2026
2026-04-20,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.46,1221888,102-37858-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1956888,102-37875-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.86,1893888,102-37926-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.45,1832888,102-37968-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.02,1907888,102-37977-2026
2026-04-20,EMAAR SOUTH,Golf Verge,Apartment,2 B/R,Off-Plan,144.51,2761888,102-38003-2026
2026-04-20,EMAAR SOUTH,Golf Verge,Apartment,2 B/R,Off-Plan,136.76,2725888,102-38011-2026
2026-04-20,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.82,1443888,102-38015-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,134.56,3409888,102-38018-2026
2026-04-20,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.96,1593888,102-38030-2026
2026-04-20,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,98.58,1598888,102-38034-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,2 B/R,Off-Plan,115.78,4449888,102-38039-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Bay,Apartment,3 B/R,Off-Plan,172.7,6343888,102-38055-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,116.07,4025888,102-38060-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1949888,102-38065-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,3 B/R,Off-Plan,173.81,6053888,102-38071-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,67.63,1934888,102-38084-2026
2026-04-20,DUBAI CREEK HARBOUR,Creek Haven,Apartment,2 B/R,Off-Plan,111.55,3526888,102-38089-2026
2026-04-20,DUBAI CREEK HARBOUR,Silva,Apartment,2 B/R,Off-Plan,107.25,2659888,102-38093-2026
2026-04-21,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,69.99,2136888,102-38187-2026
2026-04-21,EMAAR SOUTH,Vista Ridge,Apartment,3 B/R,Off-Plan,162.44,3509888,102-38188-2026
2026-04-21,EMAAR SOUTH,Golf Vale,Apartment,1 B/R,Off-Plan,62.46,1186888,102-38192-2026
2026-04-21,EMAAR SOUTH,Vista Ridge,Apartment,2 B/R,Off-Plan,126.82,2586888,102-38239-2026
2026-04-21,EMAAR SOUTH,Golf Vale,Apartment,2 B/R,Off-Plan,91.72,1740888,102-38240-2026
2026-04-21,DUBAI CREEK HARBOUR,Creek Bay,Apartment,1 B/R,Off-Plan,68.3,1870888,102-38275-2026
2026-04-21,DUBAI CREEK HARBOUR,Creek Haven,Apartment,1 B/R,Off-Plan,68.13,1960888,102-38320-2026
