instance_date,area_name_en,property_type_en,property_sub_type_en,rooms_en,reg_type_en,procedure_area,actual_worth,meter_sale_price,building_name_en,trans_group_en,nearest_metro_en,nearest_mall_en,sqft,ppsf
2022-11-09,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,72.3,1336604.0,18493.0,Lotus,Sales,Creek,The Beach,778.0,1718.0
2022-11-05,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,60.4,1100450.0,18223.0,Harbour Views,Sales,Creek,The Beach,650.0,1693.0
2022-11-13,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,71.9,1321218.0,18374.0,The Cove,Sales,Creek,The Beach,774.0,1707.0
2022-11-11,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,154.0,2845128.0,18471.0,Creek Beach,Sales,Creek,The Beach,1658.0,1716.0
2022-11-05,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,75.3,1327590.0,17642.0,Island Park,Sales,Creek,The Beach,811.0,1637.0
2022-11-07,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,195.9,3325893.0,16975.0,Harbour Views,Sales,Creek,The Beach,2109.0,1577.0
2022-11-18,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,98.6,1897068.0,19246.0,Island Park,Sales,Creek,The Beach,1061.0,1788.0
2022-11-18,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,68.8,1173003.0,17039.0,Lotus,Sales,Creek,The Beach,741.0,1583.0
2022-11-06,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,81.0,1428336.0,17631.0,Creek Horizon,Sales,Creek,The Beach,872.0,1638.0
2022-11-12,DUBAI CREEK HARBOUR,Apartment,Apartment,4 B/R,Off-Plan,299.9,5297148.0,17664.0,Creek Horizon,Sales,Creek,The Beach,3228.0,1641.0
2022-11-05,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,177.1,3207798.0,18116.0,Harbour Views,Sales,Creek,The Beach,1906.0,1683.0
2022-11-27,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,66.5,1255864.0,18880.0,Cedar,Sales,Creek,The Beach,716.0,1754.0
2022-11-07,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Ready,167.6,2976600.0,17761.0,Creek Gate,Sales,Creek,The Beach,1804.0,1650.0
2022-11-27,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,63.1,1099301.0,17427.0,Creek Vista,Sales,Creek,The Beach,679.0,1619.0
2022-11-03,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,79.3,1444968.0,18213.0,Canal Front Residences,Sales,Creek,The Beach,854.0,1692.0
2022-11-17,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,49.2,895170.0,18180.0,Grove,Sales,Creek,The Beach,530.0,1689.0
2022-11-16,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,80.4,1432440.0,17825.0,Harbour Views,Sales,Creek,The Beach,865.0,1656.0
2022-11-21,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,78.3,1406967.0,17965.0,Vida Creek Harbour,Sales,Creek,The Beach,843.0,1669.0
2022-11-19,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,118.2,2163672.0,18310.0,Orchid,Sales,Creek,The Beach,1272.0,1701.0
2022-11-01,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,138.4,2457010.0,17750.0,Harbour Views,Sales,Creek,The Beach,1490.0,1649.0
2022-11-18,DUBAI CREEK HARBOUR,Apartment,Apartment,4 B/R,Off-Plan,267.6,4792320.0,17911.0,Creek Gate,Sales,Creek,The Beach,2880.0,1664.0
2022-11-09,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,85.0,1517070.0,17847.0,Orchid,Sales,Creek,The Beach,915.0,1658.0
2022-11-27,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,62.5,1166309.0,18654.0,Orchid,Sales,Creek,The Beach,673.0,1733.0
2022-11-02,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,106.8,1960750.0,18353.0,Cedar,Sales,Creek,The Beach,1150.0,1705.0
2022-11-26,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,119.0,1941996.0,16318.0,Orchid,Sales,Creek,The Beach,1281.0,1516.0
2022-11-02,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,82.6,1506855.0,18245.0,Vida Creek Harbour,Sales,Creek,The Beach,889.0,1695.0
2022-11-25,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,74.2,1260822.0,16986.0,Vida Creek Harbour,Sales,Creek,The Beach,799.0,1578.0
2022-11-12,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,68.5,1131295.0,16523.0,Vida Creek Harbour,Sales,Creek,The Beach,737.0,1535.0
2022-11-19,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Ready,49.1,909351.0,18503.0,Creek Rise,Sales,Creek,The Beach,529.0,1719.0
2022-11-01,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Ready,40.5,707192.0,17459.0,Lotus,Sales,Creek,The Beach,436.0,1622.0
2022-11-11,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,122.8,2231536.0,18170.0,The Cove,Sales,Creek,The Beach,1322.0,1688.0
2022-11-04,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,130.3,2307935.0,17707.0,The Cove,Sales,Creek,The Beach,1403.0,1645.0
2022-11-23,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,74.3,1288000.0,17330.0,Creek Vista,Sales,Creek,The Beach,800.0,1610.0
2022-11-06,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,302.1,4793448.0,15866.0,The Cove Townhouses,Sales,Creek,The Beach,3252.0,1474.0
2022-11-25,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,264.4,4078318.0,15425.0,Creek Waters,Sales,Creek,The Beach,2846.0,1433.0
2022-11-21,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,248.2,4112208.0,16566.0,Creek Waters 2,Sales,Creek,The Beach,2672.0,1539.0
2022-11-23,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,296.7,4474794.0,15080.0,Harbour Cove,Sales,Creek,The Beach,3194.0,1401.0
2022-11-25,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,271.4,4057269.0,14951.0,Creek Waters 2,Sales,Creek,The Beach,2921.0,1389.0
2022-11-05,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,231.4,3417652.0,14768.0,The Cove Townhouses,Sales,Creek,The Beach,2491.0,1372.0
2022-11-04,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,276.1,4187548.0,15166.0,Creek Waters,Sales,Creek,The Beach,2972.0,1409.0
2022-11-19,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,319.7,4782990.0,14962.0,The Cove Townhouses,Sales,Creek,The Beach,3441.0,1390.0
2022-11-22,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,348.8,5146734.0,14757.0,Harbour Cove,Sales,Creek,The Beach,3754.0,1371.0
2022-11-05,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,310.3,4622560.0,14897.0,Creek Beach Townhouses,Sales,Creek,The Beach,3340.0,1384.0
2022-11-08,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,187.7,2787600.0,14854.0,The Cove Townhouses,Sales,Creek,The Beach,2020.0,1380.0
2022-11-06,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,247.8,3637788.0,14682.0,Creek Waters 2,Sales,Creek,The Beach,2667.0,1364.0
2022-11-16,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,306.0,4522662.0,14779.0,Creek Waters 2,Sales,Creek,The Beach,3294.0,1373.0
2022-11-08,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,276.4,3956750.0,14316.0,Harbour Cove,Sales,Creek,The Beach,2975.0,1330.0
2022-11-23,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,223.7,3385648.0,15134.0,Harbour Cove,Sales,Creek,The Beach,2408.0,1406.0
2022-11-19,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,205.7,3154950.0,15339.0,Creek Waters,Sales,Creek,The Beach,2214.0,1425.0
2022-11-15,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,191.4,2846920.0,14876.0,Creek Waters,Sales,Creek,The Beach,2060.0,1382.0
2022-11-16,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,189.5,3123240.0,16480.0,Harbour Cove,Sales,Creek,The Beach,2040.0,1531.0
2022-11-02,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,248.3,3910599.0,15748.0,Harbour Cove,Sales,Creek,The Beach,2673.0,1463.0
2022-11-06,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,205.3,3096210.0,15080.0,Creek Beach Townhouses,Sales,Creek,The Beach,2210.0,1401.0
2022-11-08,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,345.4,5446870.0,15769.0,Harbour Cove,Sales,Creek,The Beach,3718.0,1465.0
2022-11-17,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,348.8,5358385.0,15360.0,Creek Waters,Sales,Creek,The Beach,3754.0,1427.0
2022-11-11,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,212.5,3197226.0,15048.0,Creek Waters,Sales,Creek,The Beach,2287.0,1398.0
2022-11-25,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,188.2,2656086.0,14112.0,Creek Waters 2,Sales,Creek,The Beach,2026.0,1311.0
2022-11-11,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,271.6,4030817.0,14844.0,Creek Beach Townhouses,Sales,Creek,The Beach,2924.0,1379.0
2022-11-13,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,237.4,3451805.0,14542.0,The Cove Townhouses,Sales,Creek,The Beach,2555.0,1351.0
2022-11-09,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,264.4,3822178.0,14456.0,Creek Waters,Sales,Creek,The Beach,2846.0,1343.0
2022-11-20,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,282.0,4440205.0,15748.0,Harbour Cove,Sales,Creek,The Beach,3035.0,1463.0
2022-11-24,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,266.0,3770571.0,14176.0,The Cove Townhouses,Sales,Creek,The Beach,2863.0,1317.0
2022-11-22,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,243.6,3466284.0,14230.0,Creek Waters,Sales,Creek,The Beach,2622.0,1322.0
2022-11-17,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,275.2,3829866.0,13918.0,Creek Beach Townhouses,Sales,Creek,The Beach,2962.0,1293.0
2022-11-11,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,309.5,4390258.0,14187.0,Creek Waters 2,Sales,Creek,The Beach,3331.0,1318.0
2022-11-27,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,292.1,4700280.0,16092.0,Creek Waters 2,Sales,Creek,The Beach,3144.0,1495.0
2022-11-12,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,278.4,4300695.0,15446.0,Harbour Cove,Sales,Creek,The Beach,2997.0,1435.0
2022-11-21,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,282.7,4178039.0,14779.0,The Cove Townhouses,Sales,Creek,The Beach,3043.0,1373.0
2022-11-19,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,318.8,4780776.0,14994.0,Creek Waters,Sales,Creek,The Beach,3432.0,1393.0
2022-11-13,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,287.4,4164524.0,14488.0,Harbour Cove,Sales,Creek,The Beach,3094.0,1346.0
2022-11-02,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,194.3,3084225.0,15877.0,Creek Waters 2,Sales,Creek,The Beach,2091.0,1475.0
2022-11-06,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,239.4,3478950.0,14531.0,The Cove Townhouses,Sales,Creek,The Beach,2577.0,1350.0
2022-11-02,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,234.0,3508967.0,14994.0,Creek Beach Townhouses,Sales,Creek,The Beach,2519.0,1393.0
2022-11-26,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Ready,215.7,3120768.0,14467.0,Harbour Cove,Sales,Creek,The Beach,2322.0,1344.0
2022-11-05,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,301.8,4275684.0,14165.0,Harbour Cove,Sales,Creek,The Beach,3249.0,1316.0
2022-11-12,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,276.4,3944850.0,14273.0,Creek Beach Townhouses,Sales,Creek,The Beach,2975.0,1326.0
2022-11-23,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,257.0,3836442.0,14930.0,Creek Waters,Sales,Creek,The Beach,2766.0,1387.0
2022-11-04,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,318.7,4480886.0,14058.0,Creek Beach Townhouses,Sales,Creek,The Beach,3430.0,1306.0
2022-11-22,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Ready,288.1,4515056.0,15672.0,Creek Beach Townhouses,Sales,Creek,The Beach,3101.0,1456.0
2022-11-19,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,201.9,2868360.0,14208.0,The Cove Townhouses,Sales,Creek,The Beach,2173.0,1320.0
2022-11-21,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,329.8,4710850.0,14284.0,Creek Beach Townhouses,Sales,Creek,The Beach,3550.0,1327.0
2022-11-16,DUBAI CREEK HARBOUR,Townhouse,Townhouse,4 B/R,Off-Plan,286.6,4513355.0,15748.0,Creek Waters,Sales,Creek,The Beach,3085.0,1463.0
2022-11-06,DUBAI CREEK HARBOUR,Townhouse,Townhouse,3 B/R,Off-Plan,188.2,2852608.0,15156.0,Harbour Cove,Sales,Creek,The Beach,2026.0,1408.0
2022-12-24,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,61.8,1200990.0,19440.0,The Cove,Sales,Creek,The Beach,665.0,1806.0
2022-12-05,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,136.8,2616048.0,19117.0,Creek Rise,Sales,Creek,The Beach,1473.0,1776.0
2022-12-21,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,108.8,2003581.0,18417.0,Creek Gate,Sales,Creek,The Beach,1171.0,1711.0
2022-12-15,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,83.2,1673728.0,20107.0,Lotus,Sales,Creek,The Beach,896.0,1868.0
2022-12-16,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,74.8,1324225.0,17707.0,Creek Rise,Sales,Creek,The Beach,805.0,1645.0
2022-12-08,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,174.8,3182462.0,18202.0,Creek Gate,Sales,Creek,The Beach,1882.0,1691.0
2022-12-18,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,49.1,862752.0,17588.0,Grove,Sales,Creek,The Beach,529.0,1631.0
2022-12-07,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,111.9,1873775.0,16738.0,Cedar,Sales,Creek,The Beach,1204.0,1556.0
2022-12-13,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,107.0,1934208.0,18073.0,Canal Front Residences,Sales,Creek,The Beach,1152.0,1679.0
2022-12-11,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,158.4,2702425.0,17061.0,Creek Vista,Sales,Creek,The Beach,1705.0,1585.0
2022-12-25,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,60.8,1108530.0,18245.0,Island Park,Sales,Creek,The Beach,654.0,1695.0
2022-12-06,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,109.5,2080935.0,18998.0,Orchid,Sales,Creek,The Beach,1179.0,1765.0
2022-12-11,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,76.4,1316022.0,17233.0,Creek Beach,Sales,Creek,The Beach,822.0,1601.0
2022-12-06,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,100.3,1737720.0,17319.0,Vida Creek Harbour,Sales,Creek,The Beach,1080.0,1609.0
2022-12-03,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,81.7,1641972.0,20107.0,Grove,Sales,Creek,The Beach,879.0,1868.0
2022-12-18,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,106.1,2035044.0,19181.0,Creek Vista,Sales,Creek,The Beach,1142.0,1782.0
2022-12-24,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,131.1,2583541.0,19709.0,Creek Beach,Sales,Creek,The Beach,1411.0,1831.0
2022-12-22,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,70.1,1186860.0,16921.0,Harbour Views,Sales,Creek,The Beach,755.0,1572.0
2022-12-01,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,120.0,2151180.0,17922.0,Cedar,Sales,Creek,The Beach,1292.0,1665.0
2022-12-15,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,203.7,3730293.0,18310.0,Grove,Sales,Creek,The Beach,2193.0,1701.0
2022-12-27,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,84.2,1469532.0,17459.0,Island Park,Sales,Creek,The Beach,906.0,1622.0
2022-12-22,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,104.1,1979686.0,19009.0,Island Park,Sales,Creek,The Beach,1121.0,1766.0
2022-12-02,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,109.0,1831053.0,16803.0,Creek Beach,Sales,Creek,The Beach,1173.0,1561.0
2022-12-21,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,132.7,2310504.0,17416.0,Creek Vista,Sales,Creek,The Beach,1428.0,1618.0
2022-12-16,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,60.9,1080750.0,17761.0,The Cove,Sales,Creek,The Beach,656.0,1647.0
2022-12-04,DUBAI CREEK HARBOUR,Apartment,Apartment,4 B/R,Off-Plan,321.1,5522688.0,17201.0,Cedar,Sales,Creek,The Beach,3456.0,1598.0
2022-12-26,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,68.7,1243737.0,18116.0,Creek Vista,Sales,Creek,The Beach,739.0,1683.0
2022-12-18,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,125.2,2287556.0,18267.0,Creek Rise,Sales,Creek,The Beach,1348.0,1697.0
2022-12-24,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,78.4,1440708.0,18374.0,Orchid,Sales,Creek,The Beach,844.0,1707.0
2022-12-23,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,85.9,1544750.0,17976.0,Canal Front Residences,Sales,Creek,The Beach,925.0,1670.0
2022-12-02,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,37.5,714272.0,19031.0,Creek Rise,Sales,Creek,The Beach,404.0,1768.0
2022-12-10,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,39.5,723775.0,18331.0,Harbour Views,Sales,Creek,The Beach,425.0,1703.0
2022-12-06,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,63.3,1133865.0,17922.0,Island Park,Sales,Creek,The Beach,681.0,1665.0
2022-12-23,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,82.2,1601850.0,19483.0,Lotus,Sales,Creek,The Beach,885.0,1810.0
2022-12-01,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,68.9,1225042.0,17771.0,Canal Front Residences,Sales,Creek,The Beach,742.0,1651.0
2022-12-02,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,130.8,2214784.0,16932.0,Creek Gate,Sales,Creek,The Beach,1408.0,1573.0
2022-12-24,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,37.6,657720.0,17481.0,Creek Vista,Sales,Creek,The Beach,405.0,1624.0
2022-12-02,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,109.6,2128720.0,19418.0,Creek Vista,Sales,Creek,The Beach,1180.0,1804.0
2022-12-03,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,138.0,2610630.0,18923.0,Creek Vista,Sales,Creek,The Beach,1485.0,1758.0
2022-12-16,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,128.2,2373600.0,18514.0,Creek Beach,Sales,Creek,The Beach,1380.0,1720.0
2022-12-01,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,95.9,1670808.0,17427.0,Grove,Sales,Creek,The Beach,1032.0,1619.0
2022-12-12,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Ready,180.6,3543912.0,19623.0,Orchid,Sales,Creek,The Beach,1944.0,1823.0
2022-12-19,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,100.8,1872710.0,18579.0,Island Park,Sales,Creek,The Beach,1085.0,1726.0
2022-12-10,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,199.2,3216000.0,16146.0,Cedar,Sales,Creek,The Beach,2144.0,1500.0
2022-12-22,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,84.4,1375317.0,16286.0,Island Park,Sales,Creek,The Beach,908.0,1515.0
2022-12-17,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,74.3,1117600.0,15037.0,The Cove,Sales,Creek,The Beach,800.0,1397.0
2022-12-05,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Off-Plan,156.3,2946864.0,18859.0,Lotus,Sales,Creek,The Beach,1682.0,1752.0
2022-12-15,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,130.1,2280600.0,17535.0,Creek Beach,Sales,Creek,The Beach,1400.0,1629.0
2022-12-19,DUBAI CREEK HARBOUR,Apartment,Apartment,4 B/R,Off-Plan,313.3,5226600.0,16684.0,Creek Horizon,Sales,Creek,The Beach,3372.0,1550.0
2022-12-20,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,105.9,1879860.0,17750.0,Harbour Views,Sales,Creek,The Beach,1140.0,1649.0
2022-12-22,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,98.7,1852128.0,18772.0,Creek Beach,Sales,Creek,The Beach,1062.0,1744.0
2022-12-06,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,119.7,2159976.0,18051.0,Creek Vista,Sales,Creek,The Beach,1288.0,1677.0
2022-12-27,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,115.8,2306346.0,19924.0,Island Park,Sales,Creek,The Beach,1246.0,1851.0
2022-12-08,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,77.4,1351126.0,17459.0,Vida Creek Harbour,Sales,Creek,The Beach,833.0,1622.0
2022-12-26,DUBAI CREEK HARBOUR,Apartment,Apartment,3 B/R,Ready,160.0,3073770.0,19214.0,Creek Rise,Sales,Creek,The Beach,1722.0,1785.0
2022-12-25,DUBAI CREEK HARBOUR,Apartment,Apartment,4 B/R,Off-Plan,300.1,5419940.0,18062.0,Creek Beach,Sales,Creek,The Beach,3230.0,1678.0
2022-12-04,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,83.3,1550913.0,18611.0,Canal Front Residences,Sales,Creek,The Beach,897.0,1729.0
2022-12-13,DUBAI CREEK HARBOUR,Apartment,Apartment,Studio,Off-Plan,48.2,780057.0,16178.0,Creek Gate,Sales,Creek,The Beach,519.0,1503.0
2022-12-16,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,80.5,1416678.0,17588.0,Creek Vista,Sales,Creek,The Beach,867.0,1634.0
2022-12-14,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,77.1,1320530.0,17126.0,Grove,Sales,Creek,The Beach,830.0,1591.0
2022-12-27,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Ready,75.1,1469752.0,19580.0,Harbour Views,Sales,Creek,The Beach,808.0,1819.0
2022-12-23,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,79.8,1428517.0,17901.0,Lotus,Sales,Creek,The Beach,859.0,1663.0
2022-12-08,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,78.6,1462734.0,18611.0,Creek Rise,Sales,Creek,The Beach,846.0,1729.0
2022-12-12,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Ready,118.1,2210269.0,18719.0,Vida Creek Harbour,Sales,Creek,The Beach,1271.0,1739.0
2022-12-24,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,87.4,1610051.0,18417.0,Creek Beach,Sales,Creek,The Beach,941.0,1711.0
2022-12-12,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,73.4,1210280.0,16490.0,Vida Creek Harbour,Sales,Creek,The Beach,790.0,1532.0
2022-12-09,DUBAI CREEK HARBOUR,Apartment,Apartment,1 B/R,Off-Plan,75.0,1421127.0,18955.0,Lotus,Sales,Creek,The Beach,807.0,1761.0
2022-12-04,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,131.1,2387412.0,18213.0,The Cove,Sales,Creek,The Beach,1411.0,1692.0
2022-12-23,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,123.2,2408016.0,19547.0,Creek Vista,Sales,Creek,The Beach,1326.0,1816.0
2022-12-10,DUBAI CREEK HARBOUR,Apartment,Apartment,2 B/R,Off-Plan,127.6,2356410.0,18460.0,Vida Creek Harbour,Sales,Creek,The Beach,1373.0,1716.0
